"symbol-id","category-id","grammar","rated","tags","symbol-en","category-en","category-vi","symbol-vi"
"1718","20","Verb","0","action","iron_,_to","Building Household tasks","Việc nhà","là quần áo / ủi quần áo"
"1719","16","Noun","0","home house","ironing_board","Building Contents","Đồ đạc","cầu là quần áo"
"1720","41","Noun","0","","is_this_enough","Descriptive Quantity","Số lượng","như thế này đã đủ chưa"
"1721","92","Noun","0","job people profession work","IT_assistant_1a","People Profession","Nghề nghiệp","trợ lý tin học 1a"
"1722","92","Noun","0","job people profession work","IT_assistant_1b","People Profession","Nghề nghiệp","trợ lý tin học 1b"
"1723","92","Noun","0","job people profession work","IT_assistant_2a","People Profession","Nghề nghiệp","trợ lý tin học 2a"
"1724","92","Noun","0","job people profession work","IT_assistant_2b","People Profession","Nghề nghiệp","trợ lý tin học 2b"
"1725","117","Noun","0","class school","IT_class","Work and School Timetable","Thời khóa biểu","lớp học tin học"
"1726","24","Noun","0","class school","IT_room","Building School","Trường học","phòng máy tính"
"1727","77","Noun","0","clinic health hospital medical","itch","Healthcare Medical conditions","Tình trạng y tế","bị ngứa"
"1728","94","Noun","0","celebration","ivy","Plants and Trees","Cây cối và thực vật","cây thường xuân"
"1729","94","Noun","0","celebration","ivy_2","Plants and Trees","Cây cối và thực vật","cây thường xuân 2"
"1730","1","Noun","0","alphabet letter","J","Alphabet","Bảng chữ cái","J"
"1731","1","Noun","0","alphabet letter","j_-_lower_case","Alphabet","Bảng chữ cái","j - viết thường"
"1732","83","Noun","0","play toys","jack_in_box","Leisure Toys","Đồ chơi giải trí","hộp đồ chơi chú hề nhảy lò xo"
"1733","30","Noun","0","clothes","jacket","Clothes General","Quần áo chung","áo khoác ngắn / áo vest"
"1734","30","Noun","0","clothes","jacket_-_mans","Clothes General","Quần áo chung","áo khoác nam"
"1735","30","Noun","0","clothes","jacket_2","Clothes General","Quần áo chung","áo khoác 2"
"1736","73","Noun","0","","jacket_potato_1","Food Vegetables and salads","Rau củ và salad","khoai tây nướng cả vỏ 1"
"1737","71","Noun","0","","jam","Food Sweets and desserts","Bánh kẹo và món tráng miệng","mứt trái cây"
"1738","71","Noun","0","cake dessert food","jam_tart","Food Sweets and desserts","Bánh kẹo và món tráng miệng","bánh tart nhân mứt"
"1739","65","Noun","0","DIY tools workshop","jar","Food Kitchen items","Đồ dùng nhà bếp","lọ thủy tinh"
"1740","91","Noun","0","emotion expression face feeling people woman","jealous_lady","People Feelings","Cảm xúc","người phụ nữ ghen tị"
"1741","91","Noun","0","emotion expression face feeling people","jealous_man","People Feelings","Cảm xúc","người đàn ông ghen tị"
"1742","30","Noun","0","clothes","jeans","Clothes General","Quần áo chung","quần bò / jean"
"1743","110","Noun","0","transport travel vehicle","jeep","Transport Road","Đường bộ","xe jeep"
"1744","71","Noun","0","dessert food","jelly","Food Sweets and desserts","Bánh kẹo và món tráng miệng","thạch"
"1745","71","Noun","0","food sweet","jelly_beans","Food Sweets and desserts","Bánh kẹo và món tráng miệng","kẹo dẻo hạt đậu"
"1746","11","Noun","0","animal fish","jellyfish","Animal Other Invertebrates","Động vật không xương sống","con sứa"
"1747","99","Noun","0","celebration Christian Easter","Jesus","Religion Person","Nhân vật tôn giáo","Chúa Giê-su"
"1748","108","Noun","0","transport travel","jet_plane","Transport Air","Hàng không","máy bay phản lực"
"1749","31","Noun","0","clothes jewellery","jewellery","Clothes Jewellery","Trang sức","trang sức"
"1750","80","Noun","0","play toys","jigsaw_puzzle","Leisure Games","Trò chơi giải trí","trò chơi xếp hình ghép mảnh"
"1751","80","Noun","0","","jigsaw_puzzle_piece","Leisure Games","Trò chơi giải trí","mảnh ghép xếp hình"
"1752","99","Noun","0","celebration Christian Easter","Joseph","Religion Person","Nhân vật tôn giáo","Thánh Giuse"
"1753","33","Noun","0","electric","joystick_PennyGiles","Communication Aid","Phương tiện giao tiếp","tay cầm điều khiển PennyGiles"
"1754","99","Noun","0","celebration Christian Easter","Judas","Religion Person","Nhân vật tôn giáo","Giu-đa"
"1755","103","Noun","0","games sport","judo","Sport","Thể thao","môn võ judo"
"1756","32","Noun","0","games sport","judo_belt","Clothes Sport","Quần áo thể thao","đai võ judo"
"1757","30","Noun","0","","jumper","Clothes General","Quần áo chung","áo len chui đầu"
"1758","82","Noun","0","equipment playground","jungle_gym","Leisure Playground","Sân chơi","khung leo trèo trẻ em"
"1759","101","Noun","0","astronomy planets","Jupiter","Science Astronomy","Thiên văn học","Sao Mộc"
"1760","1","Noun","0","alphabet letter","K","Alphabet","Bảng chữ cái","K"
"1761","1","Noun","0","alphabet letter","k_-_lower_case","Alphabet","Bảng chữ cái","k - viết thường"
"1762","10","Noun","0","animal mammal wild","kangaroo","Animal Mammal","Động vật có vú","con chuột túi"
"1763","66","Noun","0","","kebab","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","bánh mì thịt xiên nướng kebab"
"1764","9","Noun","0","animal","kennel","Animal Habitat","Môi trường sống","nhà cũi của chó"
"1765","65","Noun","0","electric","kettle","Food Kitchen items","Đồ dùng nhà bếp","ấm đun nước"
"1766","16","Noun","0","home house","key_1","Building Contents","Đồ đạc","chìa khóa 1"
"1767","16","Noun","0","home house","key_2","Building Contents","Đồ đạc","chìa khóa 2"
"1768","86","Noun","0","instrument music","keyboard_electric","Music Instrument","Nhạc cụ","đàn organ / bàn phím điện tử"
"1769","103","VerbComplex","0","games sport","kick_ball_1_,_to","Sport","Thể thao","đá bóng 1"
"1770","103","VerbComplex","0","games sport","kick_ball_2_,_to","Sport","Thể thao","đá bóng 2"
"1771","74","Noun","0","","kidneys","Healthcare Body parts","Bộ phận cơ thể","thận"
"1772","8","Noun","0","animal mammal wild","killer_whale","Animal Fish and Marine mammals","Cá và thú biển","cá voi sát thủ"
"1773","83","Noun","0","play toys","kite","Leisure Toys","Đồ chơi giải trí","cái diều"
"1774","62","Noun","0","food fruit","kiwi","Food Fruit","Trái cây","quả kiwi / chim kiwi"
"1775","74","Noun","0","body","knee","Healthcare Body parts","Bộ phận cơ thể","đầu gối"
"1776","30","Noun","0","clothes underwear","knickers","Clothes General","Quần áo chung","quần lót nữ"
"1777","65","Noun","0","cooking feeding kitchen utensil","knife","Food Kitchen items","Đồ dùng nhà bếp","con dao"
"1778","59","Noun","0","feeding utensil","knife_adapted","Food Feeding and eating","Cho ăn và ăn uống","dao hỗ trợ đặc biệt"
"1779","59","Noun","0","feeding utensil","knife_adapted_2","Food Feeding and eating","Cho ăn và ăn uống","dao hỗ trợ đặc biệt 2"
"1780","10","Noun","0","animal mammal","koala","Animal Mammal","Động vật có vú","gấu túi koala"
"1781","83","Noun","0","play toys","koosh_ball","Leisure Toys","Đồ chơi giải trí","bóng cao su dây tơ Koosh"
"1782","1","Noun","0","alphabet letter","L","Alphabet","Bảng chữ cái","L"
"1783","1","Noun","0","alphabet letter","l_-_lower_case","Alphabet","Bảng chữ cái","l - viết thường"
"1784","115","Noun","0","class office school stationery","labels","Work and School Stationery","Văn phòng phẩm","nhãn mác"
"1785","22","Noun","0","communication","ladies_toilet","Building Public","Công trình công cộng","nhà vệ sinh nữ"
"1786","65","Noun","0","cooking","ladle","Food Kitchen items","Đồ dùng nhà bếp","cái vá / muôi múc canh"
"1787","91","Noun","0","emotion expression face feeling people woman","lady_-_face","People Feelings","Cảm xúc","gương mặt phụ nữ"
"1788","48","Noun","0","alcohol drink","lager","Drink Type","Loại đồ uống","bia nhạt màu"
"1789","67","Noun","0","food lamb meat","lamb","Food Meat","Thịt","con cừu non / thịt cừu"
"1790","10","Noun","0","animal celebration Christian Easter farm food","lamb_2","Animal Mammal","Động vật có vú","con cừu non 2"
"1791","50","Noun","0","electric","lamp","Electrical General","Điện tử chung","đèn bàn"
"1792","16","Noun","0","","lampshade","Building Contents","Đồ đạc","chụp đèn"
"1793","16","Noun","0","","lampshade_2","Building Contents","Đồ đạc","chụp đèn 2"
"1794","50","Noun","0","","lantern","Electrical General","Điện tử chung","đèn lồng"
"1795","50","Noun","0","","lantern_2","Electrical General","Điện tử chung","đèn lồng 2"
"1796","49","Noun","0","electric","laptop","Electrical Computer","Máy tính","máy tính xách tay"
"1797","41","Noun","0","abstract adjective","large","Descriptive Quantity","Số lượng","lớn"
"1798","66","Noun","0","","lasagne","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","món mì lá Lasagna"
"1799","40","Noun","0","direction position","last","Descriptive Position","Vị trí","cuối cùng"
"1800","40","Noun","0","","last_2","Descriptive Position","Vị trí","cuối cùng 2"
"1801","44","Noun","0","calendar diary season time","last_month","Descriptive Time","Thời gian","tháng trước"
"1802","97","Noun","0","celebration Christian Easter","Last_Supper","Religion Festival","Lễ hội tôn giáo","Bữa Tiệc Ly"
"1803","91","Noun","0","emotion expression face feeling people woman","laughing_lady","People Feelings","Cảm xúc","người phụ nữ đang cười"
"1804","91","Noun","0","emotion expression face feeling people","laughing_man","People Feelings","Cảm xúc","người đàn ông đang cười"
"1805","16","Noun","0","home house","laundry_basket","Building Contents","Đồ đạc","giỏ đựng quần áo bẩn"
"1806","83","Noun","0","play toys","lava_lamp","Leisure Toys","Đồ chơi giải trí","đèn dung nham"
"1807","106","Noun","0","electric gardening","lawnmower","Tools Garden","Dụng cụ làm vườn","máy cắt cỏ"
"1808","3","Noun","0","animal","lead","Animal Activity Grooming","Chăm sóc động vật","dây dắt thú cưng / chì"
"1809","94","Noun","0","gardening plant","leaf","Plants and Trees","Cây cối và thực vật","lá cây"
"1810","94","Noun","0","gardening plant","leaves","Plants and Trees","Cây cối và thực vật","các lá cây"
"1811","73","Noun","0","food vegetable","leek","Food Vegetables and salads","Rau củ và salad","tỏi tây / hành boa-rô"
"1812","39","Noun","0","direction position","left","Descriptive Direction","Hướng","bên trái"
"1813","49","Noun","0","","left_click","Electrical Computer","Máy tính","nhấp chuột trái"
"1814","74","Noun","0","","left_hand","Healthcare Body parts","Bộ phận cơ thể","bàn tay trái"
"1815","74","Noun","0","body","leg","Healthcare Body parts","Bộ phận cơ thể","chân"
"1816","30","Noun","0","clothes","leg_warmers","Clothes General","Quần áo chung","tất ống chân"
"1817","83","Noun","0","play toys","lego","Leisure Toys","Đồ chơi giải trí","đồ chơi Lego"
"1818","74","Noun","0","body","legs","Healthcare Body parts","Bộ phận cơ thể","hai chân"
"1819","62","Noun","0","food fruit","lemon","Food Fruit","Trái cây","quả chanh vàng"
"1820","48","Noun","0","drink","lemon_squash","Drink Type","Loại đồ uống","nước cốt chanh cô đặc"
"1821","48","Noun","0","drink","lemonade","Drink Type","Loại đồ uống","nước chanh giải khát"
"1822","48","Noun","0","drink","lemonade_2","Drink Type","Loại đồ uống","nước chanh giải khát 2"
"1823","100","Noun","0","","lens","Science","Khoa học","thấu kính / kính áp tròng"
"1824","97","Noun","0","celebration Christian Easter","Lent","Religion Festival","Lễ hội tôn giáo","Mùa Chay"
"1825","73","Noun","0","","lentils","Food Vegetables and salads","Rau củ và salad","đậu lăng"
"1826","10","Noun","0","animal mammal wild","leopard","Animal Mammal","Động vật có vú","con báo hoa mai"
"1827","115","Noun","0","class office school stationery","letter","Work and School Stationery","Văn phòng phẩm","thư / chữ cái"
"1828","73","Noun","0","food salad vegetable","lettuce","Food Vegetables and salads","Rau củ và salad","rau xà lách"
"1829","65","Noun","0","cooking","lid","Food Kitchen items","Đồ dùng nhà bếp","cái nắp"
"1830","65","Noun","0","cooking","lid_2","Food Kitchen items","Đồ dùng nhà bếp","cái nắp 2"
"1831","26","Noun","0","home house","lift","Building Structure","Kết cấu công trình","thang máy"
"1832","41","Noun","0","","light","Descriptive Quantity","Số lượng","ánh sáng / nhẹ"
"1833","50","Noun","0","","lightbulb","Electrical General","Điện tử chung","bóng đèn"
"1834","94","Noun","0","celebration","lily","Plants and Trees","Cây cối và thực vật","hoa ly"
"1835","62","Noun","0","","lime","Food Fruit","Trái cây","quả chanh xanh"
"1836","42","Noun","0","maths shape","line_diagonal","Descriptive Shape","Hình dạng","đường chéo"
"1837","42","Noun","0","maths shape","line_horizontal","Descriptive Shape","Hình dạng","đường nằm ngang"
"1838","42","Noun","0","maths shape","line_parallel","Descriptive Shape","Hình dạng","đường song song"
"1839","42","Noun","0","maths shape","line_vertical","Descriptive Shape","Hình dạng","đường thẳng đứng"
"1840","10","Noun","0","animal mammal wild zoo","lion","Animal Mammal","Động vật có vú","con sư tử"
"1841","76","Noun","0","grooming","lip_balm","Healthcare Grooming items","Đồ vệ sinh cá nhân","son dưỡng môi"
"1842","74","Noun","0","","lip_bottom","Healthcare Body parts","Bộ phận cơ thể","môi dưới"
"1843","74","Noun","0","","lip_top","Healthcare Body parts","Bộ phận cơ thể","môi trên"
"1844","74","Noun","0","body","lips_1","Healthcare Body parts","Bộ phận cơ thể","đôi môi 1"
"1845","76","Noun","0","grooming","lipstick","Healthcare Grooming items","Đồ vệ sinh cá nhân","son môi"
"1846","76","Noun","0","grooming","liquid_soap","Healthcare Grooming items","Đồ vệ sinh cá nhân","xà phòng nước / sữa tắm"
"1847","41","Noun","0","abstract adjective","little","Descriptive Quantity","Số lượng","một ít / nhỏ bé"
"1848","33","Noun","0","communication","little_mac_switch","Communication Aid","Phương tiện giao tiếp","nút bấm Little Mac"
"1849","12","Noun","0","animal pet","lizard","Animal Reptiles and Amphibians","Bò sát và lưỡng cư","con thằn lằn"
"1850","18","Noun","0","class office school","locker","Building Furniture","Nội thất","tủ đồ có khóa"
"1851","94","Noun","0","gardening","log","Plants and Trees","Cây cối và thực vật","khúc gỗ"
"1852","71","Noun","0","food snack sweet","lollipop","Food Sweets and desserts","Bánh kẹo và món tráng miệng","kẹo mút"
"1853","41","Noun","0","abstract adjective position","long","Descriptive Quantity","Số lượng","dài"
"1854","90","Noun","0","","long_hair","People Descriptive","Mô tả con người","tóc dài"
"1855","30","Noun","0","clothes underwear","long_johns","Clothes General","Quần áo chung","quần giữ nhiệt dài"
"1856","75","VerbComplex","0","grooming","look_in_mirror_,_to","Healthcare Grooming activities","Hoạt động vệ sinh cá nhân","soi gương"
"1857","110","Noun","0","transport travel vehicle","lorry","Transport Road","Đường bộ","xe tải"
"1858","110","Noun","0","transport travel vehicle","lorry_2","Transport Road","Đường bộ","xe tải 2"
"1859","90","Noun","0","","lost","People Descriptive","Mô tả con người","bị lạc / mất"
"1860","76","Noun","0","grooming","lotion","Healthcare Grooming items","Đồ vệ sinh cá nhân","kem dưỡng ẩm dạng lỏng"
"1861","41","Noun","0","amount","lots_more","Descriptive Quantity","Số lượng","nhiều hơn nữa"
"1862","43","Noun","0","abstract adjective","loud","Descriptive State","Trạng thái","ồn ào / to tiếng"
"1863","57","Noun","0","","low_fat_2","Food Diet","Chế độ ăn uống","ít béo 2"
"1864","40","Noun","0","direction position","lowest","Descriptive Position","Vị trí","thấp nhất"
"1865","43","Noun","0","abstract adjective","lucky","Descriptive State","Trạng thái","may mắn"
"1866","77","Noun","0","clinic health hospital medical","lump","Healthcare Medical conditions","Tình trạng y tế","cục / bướu nhỏ"
"1867","59","Noun","0","","lunch_1","Food Feeding and eating","Cho ăn và ăn uống","bữa trưa 1"
"1868","59","Noun","0","","lunch_2","Food Feeding and eating","Cho ăn và ăn uống","bữa trưa 2"
"1869","59","Noun","0","class office school","lunch_box","Food Feeding and eating","Cho ăn và ăn uống","hộp cơm trưa"
"1870","59","Noun","0","","lunch_box_1","Food Feeding and eating","Cho ăn và ăn uống","hộp cơm trưa 1"
"1871","117","Noun","0","class office school","lunch_time","Work and School Timetable","Thời khóa biểu","giờ ăn trưa"
"1872","74","Noun","0","body","lungs","Healthcare Body parts","Bộ phận cơ thể","phổi"
"1873","1","Noun","0","alphabet letter","M","Alphabet","Bảng chữ cái","M"
"1874","1","Noun","0","alphabet letter","m_-_lower_case","Alphabet","Bảng chữ cái","m - viết thường"
"1875","68","Noun","0","","macadamias","Food Nuts","Các loại hạt","hạt mắc-ca"
"1876","66","Noun","0","","macaroni","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","mì ống ngắn Macaroni"
"1877","66","Noun","0","","macaroni_cheese","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","nui đút lò phô mai"
"1878","100","Noun","0","","magnet","Science","Khoa học","nam châm"
"1879","100","Noun","0","","magnetic","Science","Khoa học","có tính từ tính"
"1880","66","Noun","0","","main_course","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","món chính"
"1881","50","Noun","0","","mains_socket","Electrical General","Điện tử chung","ổ cắm điện chính"
"1882","20","VerbComplex","0","action","make_the_bed_,_to","Building Household tasks","Việc nhà","dọn dẹp giường ngủ"
"1883","76","Noun","0","grooming","make_up","Healthcare Grooming items","Đồ vệ sinh cá nhân","trang điểm"
"1884","74","Noun","1","","male_body","Healthcare Body parts","Bộ phận cơ thể","cơ thể nam giới"
"1885","91","Noun","0","emotion expression face feeling people","man_-_face","People Feelings","Cảm xúc","gương mặt đàn ông"
"1886","73","Noun","0","","mange_tout","Food Vegetables and salads","Rau củ và salad","đậu Hà Lan ăn cả vỏ"
"1887","98","Noun","0","celebration Christian","manger","Religion General","Tôn giáo chung","máng cỏ"
"1888","62","Noun","0","","mango","Food Fruit","Trái cây","quả xoài"
"1889","83","Noun","0","","marbles","Leisure Toys","Đồ chơi giải trí","bi ve"
"1890","56","Noun","0","diary food","margarine","Food Dairy","Sản phẩm sữa","bơ thực vật"
"1891","63","Noun","0","","marmite","Food Ingredients","Nguyên liệu","bơ men bia Marmite"
"1892","93","Noun","0","family relationship relatives","married","People Relationship","Quan hệ gia đình và xã hội","đã kết hôn"
"1893","73","Noun","0","","marrow","Food Vegetables and salads","Rau củ và salad","bí xanh / bí sồi"
"1894","101","Noun","0","astronomy planets","Mars","Science Astronomy","Thiên văn học","Sao Hỏa"
"1895","71","Noun","0","food sweet","marshmallows","Food Sweets and desserts","Bánh kẹo và món tráng miệng","kẹo dẻo marshmallow"
"1896","99","Noun","0","celebration Christian Easter","Mary","Religion Person","Nhân vật tôn giáo","Đức Mẹ Maria"
"1897","76","Noun","0","grooming","mascara","Healthcare Grooming items","Đồ vệ sinh cá nhân","chuốt mi mascara"
"1898","64","Verb","0","cooking","mash_,_to","Food Kitchen actions","Hành động trong bếp","nghiền"
"1899","64","Noun","0","","mash_potato_,_to","Food Kitchen actions","Hành động trong bếp","làm khoai tây nghiền"
"1900","66","Noun","0","","mash_potato_1","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","khoai tây nghiền 1"
"1901","66","Noun","0","","mash_potato_2","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","khoai tây nghiền 2"
"1902","65","Noun","0","cooking feeding kitchen","masher","Food Kitchen items","Đồ dùng nhà bếp","dụng cụ nghiền khoai tây"
"1903","107","Noun","0","DIY tools workshop","mask_dustmask","Tools Workshop","Dụng cụ xưởng","khẩu trang chống bụi"
"1904","115","Noun","0","class office school stationery","masking_tape","Work and School Stationery","Văn phòng phẩm","băng keo giấy"
"1905","116","Noun","0","class school","maths","Work and School Subjects","Môn học","toán học"
"1906","117","Noun","0","class school","maths_class","Work and School Timetable","Thời khóa biểu","lớp học toán"
"1907","14","Noun","0","","mauve","Art Colour","Màu sắc","màu tím nhạt"
"1908","14","Noun","0","","mauve_dark","Art Colour","Màu sắc","màu tím nhạt đậm"
"1909","14","Noun","0","","mauve_light","Art Colour","Màu sắc","màu tím nhạt sáng"
"1910","56","Noun","0","diary food","mayonnaise","Food Dairy","Sản phẩm sữa","sốt mayonnaise"
"1911","65","Noun","0","cooking","measuring_cups","Food Kitchen items","Đồ dùng nhà bếp","cốc đong"
"1912","65","Noun","0","cooking kitchen","measuring_jug","Food Kitchen items","Đồ dùng nhà bếp","ca đong"
"1913","65","Noun","0","cooking kitchen","measuring_spoons","Food Kitchen items","Đồ dùng nhà bếp","thìa đong"
"1914","67","Noun","0","","meat","Food Meat","Thịt","thịt"
"1915","66","Noun","0","","meatballs_and_spaghetti","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","mì Ý thịt viên"
"1916","104","Noun","0","games sport","medal","Sport Accessories","Phụ kiện thể thao","huy chương"
"1917","78","Noun","0","clinic health hospital medical","medicine","Healthcare Medical items","Đồ dùng y tế","thuốc chữa bệnh"
"1918","18","Noun","0","","medicine_cabinet","Building Furniture","Nội thất","tủ thuốc gia đình"
"1919","62","Noun","0","food fruit","melon","Food Fruit","Trái cây","dưa lưới / dưa gang"
"1920","64","Verb","0","","melt_,_to","Food Kitchen actions","Hành động trong bếp","tan chảy"
"1921","51","Noun","0","","memory_card","Electrical Media","Thiết bị nghe nhìn","thẻ nhớ"
"1922","51","Noun","0","","memory_card_2","Electrical Media","Thiết bị nghe nhìn","thẻ nhớ 2"
"1923","43","Noun","0","","mend","Descriptive State","Trạng thái","sửa chữa"
"1924","22","Noun","0","communication","mens_toilet","Building Public","Công trình công cộng","nhà vệ sinh nam"
"1925","66","Noun","0","","menu","Food Meals and snacks","Bữa ăn và đồ ăn nhẹ","thực đơn"
"1926","101","Noun","0","astronomy planets","Mercury","Science Astronomy","Thiên văn học","Sao Thủy"
"1927","71","Noun","0","","meringues","Food Sweets and desserts","Bánh kẹo và món tráng miệng","bánh trứng đường meringue"
"1928","82","Noun","0","equipment playground","merry_go_round","Leisure Playground","Sân chơi","đu quay ngựa gỗ"
"1929","43","Noun","0","","messy_clothes","Descriptive State","Trạng thái","quần áo luộm thuộm"
"1930","43","Noun","0","abstract adjective","messy_room","Descriptive State","Trạng thái","phòng bừa bộn"
"1931","86","Noun","0","instrument music","microphone","Music Instrument","Nhạc cụ","micrô"
"1932","100","Noun","0","class school","microscope","Science","Khoa học","kính hiển vi"
"1933","65","Noun","0","cooking electric kitchen","microwave","Food Kitchen items","Đồ dùng nhà bếp","lò vi sóng"
"1934","40","Noun","0","abstract adjective position","middle","Descriptive Position","Vị trí","ở giữa"
"1935","48","Noun","0","dairy drink","milk","Drink Type","Loại đồ uống","sữa"
"1936","56","Noun","0","diary drink","milk_2_litre","Food Dairy","Sản phẩm sữa","hộp sữa 2 lít"
"1937","56","Noun","0","dairy food","milk_bottle","Food Dairy","Sản phẩm sữa","chai sữa"
"1938","56","Noun","0","diary drink","milk_carton","Food Dairy","Sản phẩm sữa","hộp giấy đựng sữa"
"1939","92","Noun","0","job people profession work","milk_person_1a","People Profession","Nghề nghiệp","người giao sữa 1a"
"1940","92","Noun","0","job people profession work","milk_person_1b","People Profession","Nghề nghiệp","người giao sữa 1b"
"1941","92","Noun","0","job people profession work","milk_person_2a","People Profession","Nghề nghiệp","người giao sữa 2a"
"1942","92","Noun","0","job people profession work","milk_person_2b","People Profession","Nghề nghiệp","người giao sữa 2b"
"1943","48","Noun","0","dairy drink","milkshake","Drink Type","Loại đồ uống","sữa lắc"
"1944","71","Noun","0","","milkshake_banana","Food Sweets and desserts","Bánh kẹo và món tráng miệng","sữa lắc vị chuối"
"1945","71","Noun","0","","milkshake_chocolate","Food Sweets and desserts","Bánh kẹo và món tráng miệng","sữa lắc vị sô-cô-la"
"1946","71","Noun","0","","milkshake_strawberry","Food Sweets and desserts","Bánh kẹo và món tráng miệng","sữa lắc vị dâu"
"1947","101","Noun","0","astronomy","Milky_Way","Science Astronomy","Thiên văn học","Dải Ngân Hà"
"1948","55","Noun","0","celebration food","mince_pie","Food Breads and baking","Bánh mì và bánh nướng","bánh nhân thịt băm ngọt"
"1949","67","Noun","0","","minced_meat","Food Meat","Thịt","thịt băm"
"1950","110","Noun","0","transport travel vehicle","mini_bus","Transport Road","Đường bộ","xe buýt nhỏ / xe 16 chỗ"
"1951","71","Noun","0","","mints","Food Sweets and desserts","Bánh kẹo và món tráng miệng","kẹo bạc hà"
"1952","44","Noun","0","calendar diary time","minute","Descriptive Time","Thời gian","phút"
"1953","76","Noun","0","grooming","mirror","Healthcare Grooming items","Đồ vệ sinh cá nhân","gương soi"
"1954","18","Noun","0","","mirror_1","Building Furniture","Nội thất","gương soi 1"
"1955","18","Noun","0","","mirror_2","Building Furniture","Nội thất","gương soi 2"
"1956","83","Noun","0","play toys","mirror_ball","Leisure Toys","Đồ chơi giải trí","quả cầu gương disco"
"1957","43","Noun","0","abstract","mistake_no_wrong","Descriptive State","Trạng thái","sai sót / không đúng"
"1958","94","Noun","0","celebration","mistletoe","Plants and Trees","Cây cối và thực vật","cây tầm gửi"
"1959","30","Noun","0","clothes","mittens","Clothes General","Quần áo chung","bao tay trẻ em / găng tay hở ngón"
"1960","65","Noun","0","cooking electric kitchen","mixer","Food Kitchen items","Đồ dùng nhà bếp","máy trộn"
"1961","52","Noun","0","electric","mobile_phone","Electrical Phone","Điện thoại","điện thoại di động"
"1962","52","Noun","0","","mobile_phone_camera","Electrical Phone","Điện thoại","camera điện thoại di động"
"1963","52","Noun","0","","mobile_phone_case","Electrical Phone","Điện thoại","ốp lưng điện thoại"
"1964","52","Noun","0","","mobile_phone_cover","Electrical Phone","Điện thoại","bao da điện thoại"
"1965","52","Noun","0","","mobile_phone_no","Electrical Phone","Điện thoại","số điện thoại di động"
"1966","52","Noun","0","","mobile_phone_number","Electrical Phone","Điện thoại","số điện thoại di động"
"1967","52","Noun","0","","mobile_phone_ring_tone","Electrical Phone","Điện thoại","nhạc chuông điện thoại"
"1968","52","Noun","0","","mobile_phone_silent","Electrical Phone","Điện thoại","chế độ im lặng điện thoại"
"1969","52","Noun","0","","mobile_phone_text_message","Electrical Phone","Điện thoại","tin nhắn văn bản điện thoại"
"1970","52","Noun","0","","mobile_phone_video","Electrical Phone","Điện thoại","video trên điện thoại"
"1971","74","Noun","0","body","mole","Healthcare Body parts","Bộ phận cơ thể","con chuột chũi / nốt ruồi"
"1972","85","Noun","0","finance money","money","Money","Tiền tệ","tiền"
"1973","28","Noun","0","celebration","monster","Celebration Item","Đồ vật lễ kỷ niệm","quái vật"
"1974","101","Noun","0","astronomy","Moon","Science Astronomy","Thiên văn học","Mặt Trăng"
"1975","16","Noun","0","home house","mop","Building Contents","Đồ đạc","cây lau nhà"
"1976","110","Noun","0","transport travel vehicle","moped","Transport Road","Đường bộ","xe máy phân khối nhỏ"
"1977","41","Noun","0","abstract adjective","more","Descriptive Quantity","Số lượng","nhiều hơn"
"1978","44","Noun","0","calendar diary time","morning","Descriptive Time","Thời gian","buổi sáng"
"1979","41","Noun","0","amount","most","Descriptive Quantity","Số lượng","nhất / nhiều nhất"
"1980","13","Noun","0","insect","moth","Animal Spiders and Insects","Nhện và côn trùng","con bướm đêm"
"1981","110","Noun","0","transport travel vehicle","motor_home","Transport Road","Đường bộ","xe nhà lưu động"
"1982","110","Noun","0","transport travel vehicle","motorcycle","Transport Road","Đường bộ","xe máy"
"1983","79","Noun","0","holiday travel","mountains","Holiday and travel","Kỳ nghỉ và du lịch","núi non"
"1984","10","Noun","0","animal pet wild","mouse","Animal Mammal","Động vật có vú","con chuột"
"1985","49","Noun","0","","mouse_mat","Electrical Computer","Máy tính","bàn di chuột"
"1986","74","Noun","0","features people","mouth","Healthcare Body parts","Bộ phận cơ thể","miệng"
"1987","76","Noun","0","grooming","mouthwash","Healthcare Grooming items","Đồ vệ sinh cá nhân","nước súc miệng"
"1988","76","Noun","0","grooming","mouthwash_1","Healthcare Grooming items","Đồ vệ sinh cá nhân","nước súc miệng 1"
"1989","55","Noun","0","breakfast food meal","muesli","Food Breads and baking","Bánh mì và bánh nướng","ngũ cốc trộn hoa quả muesli"
"1990","46","Noun","0","","mug_2","Drink Containers and measures","Đồ đựng và dụng cụ đo","cái ca / cốc có quai 2"
"1991","51","Noun","0","","multi_media","Electrical Media","Thiết bị nghe nhìn","đa phương tiện"
"1992","88","Noun","0","","multiply","Number Activity","Hoạt động toán học","phép nhân"
"1993","93","Noun","0","family relationship relatives","mum_parent","People Relationship","Quan hệ gia đình và xã hội","mẹ / má"
